ORDRECINE;PONDERA;ORDRE;NUM_QUEST;BOP_NUM;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;CIRCUIT1;CIRCUIT3;CIRCUIT4;CODI_ENQ;sexe_enq;edat_enq;estudis_enq;nacionalitat_enq;PROVI;HABITAT;MUN;COMARCA;SEXE;EDAT;GR_EDAT;Edat_CEO;F01;F00;F02;F03;PRE_P1;P1_LITERALS;P1_100_R;P1_200_R;P1_300_R;P1_400_R;P1_500_R;P1_600_R;P1_700_R;P1_800_R;P1_900_R;P1_1000_R;P1_1100_R;P1_1200_R;P1_1300_R;P1_1400_R;P1_1500_R;P1_1600_R;P1_1700_R;P1_1800_R;P1_8000_R;P1_9600_R;P1_9500_R;P1_9800_R;P1_9900_R;P1_100_E;P1_101_E;P1_102_E;P1_103_E;P1_104_E;P1_105_E;P1_106_E;P1_107_E;P1_108_E;P1_109_E;P1_110_E;P1_111_E;P1_112_E;P1_200_E;P1_201_E;P1_202_E;P1_203_E;P1_204_E;P1_300_E;P1_301_E;P1_302_E;P1_304_E;P1_305_E;P1_306_E;P1_307_E;P1_308_E;P1_400_E;P1_401_E;P1_402_E;P1_403_E;P1_404_E;P1_405_E;P1_500_E;P1_501_E;P1_502_E;P1_503_E;P1_600_E;P1_601_E;P1_602_E;P1_603_E;P1_604_E;P1_605_E;P1_700_E;P1_701_E;P1_800_E;P1_801_E;P1_802_E;P1_803_E;P1_804_E;P1_805_E;P1_806_E;P1_807_E;P1_808_E;P1_809_E;P1_810_E;P1_811_E;P1_812_E;P1_813_E;P1_814_E;P1_815_E;P1_817_E;P1_818_E;P1_819_E;P1_820_E;P1_821_E;P1_822_E;P1_900_E;P1_901_E;P1_902_E;P1_903_E;P1_904_E;P1_905_E;P1_906_E;P1_907_E;P1_908_E;P1_909_E;P1_1000_E;P1_1001_E;P1_1002_E;P1_1003_E;P1_1004_E;P1_1005_E;P1_1006_E;P1_1007_E;P1_1008_E;P1_1100_E;P1_1101_E;P1_1102_E;P1_1103_E;P1_1104_E;P1_1105_E;P1_1106_E;P1_1200_E;P1_1201_E;P1_1202_E;P1_1203_E;P1_1204_E;P1_1205_E;P1_1207_E;P1_1208_E;P1_1210_E;P1_1211_E;P1_1212_E;P1_1213_E;P1_1214_E;P1_1215_E;P1_1216_E;P1_1300_E;P1_1301_E;P1_1302_E;P1_1500_E;P1_1501_E;P1_1502_E;P1_1600_E;P1_1700_E;P1_1701_E;P1_1702_E;P1_1703_E;P1_1704_E;P1_1705_E;P1_1800_E;P1_1801_E;P1_1802_E;P1_1803_E;P1_1804_E;P1_1805_E;P1_1806_E;P1_1808_E;P1_8000_E;P1_8001_E;P1_8002_E;P1_8003_E;P1_8004_E;P1_8005_E;P1_8006_E;P1_8007_E;P1_8008_E;P1_8010_E;P1_8011_E;P1_8012_E;P1_8013_E;P1_8014_E;P1_8015_E;P1_8016_E;P1_8017_E;P1_8020_E;P1_8021_E;P1_8023_E;P1_8024_E;P1_9400_E;P1_9500_E;P1_9800_E;P1_9900_E;PRE_P2;P2_LITERALS;P2;P2_R;P3;P3_LITERALS;P3R;P4;P5;P6;P7;P8;P9;P10;P11;P12;P52;P53;P13A;P13B;P54;P14;P15;P20A;P16_TELE_U;P16_RADIO_U;P16_PREMSA_U;P16_INTERNET_U;P16_AMICS_U;P16_NOINFO_U;P16_NS;P16_NC;P16A_REC;P16A_LITERALS;P16B_REC;P16B_LITERALS;P16C_REC;P16C_LITERALS;P65A;P65B;P65C;P65D;P65F;P65G;P65J;PRE_P16D;P16D_1;P16D_1_LITERALS;P16D_2;P16D_2_LITERALS;P16D_3;P16D_3_LITERALS;P17A;P21A;P21B;P21C;P21D;P21E;P21G;P21H;P21I;P21J;P21K;P21L;P21M;P21N;P21O;P21P;P21Q;P21R;P21S;P20B;P55;P18;P24;P24_LITERALS;P24R;P25;P27AC;P27BE;P29;P30;P31;P66;P36;P37;P37_LITERALS;P37R;P38A;P38B;P38B_LITERALS;P38BR;P38_CENS;P38_CENSR;P39;P39_LITERALS;P39R;P40A;P40B;P40B_LITERALS;P40BR;P40_CENS;P40_CENSR;coneix_Albiol;val_Albiol;coneix_Puigdemont;val_Puigdemont;coneix_Sanchez;val_Sanchez;coneix_Junqueras;val_Junqueras;coneix_Aragones;val_Aragones;coneix_Iceta;val_Iceta;coneix_Batet;val_Batet;coneix_Domènech;val_Domènech;coneix_Alamany;val_Alamany;coneix_Arrimadas;val_Arrimadas;coneix_Mejías;val_Mejías;coneix_Riera;val_Riera;P46A;P46A_LITERALS;P46B;P46B_LITERALS;P47A;P47B;P44A;P44B;P44C;P44D;P44E;P44F;P44G;P44H;P44I;P44J;P44K;P44L;P44M;P44N;C100;C101;C102;C103;C103_LITERALS;C104;C110;C111;C120;C121;C130;C201;C201_LITERALS;C202;C401;C401A;C401B;C440;C500;C500_LITERALS;C600;C610;C700;C704;C705;C706;C800;C901;C902_1;C902_2;C902_3;C902_4;C902_5;C902_97;P64A;P64B;P64C;P64D;P64E;PERSONES;SEXE_1;EDAT_1;PARENTIU_1;SEXE_2;EDAT_2;PARENTIU_2;SEXE_3;EDAT_3;PARENTIU_3;SEXE_4;EDAT_4;PARENTIU_4;SEXE_5;EDAT_5;PARENTIU_5;SEXE_6;EDAT_6;PARENTIU_6;SEXE_7;EDAT_7;PARENTIU_7;SEXE_8;EDAT_8;PARENTIU_8;SEXE_9;EDAT_9;PARENTIU_9;SEXE_10;EDAT_10;PARENTIU_10;C900;E1;E2;E3;E4;E5;E6;E7;E81;E82;E83;E84;E85;E86
1405;0,966222; ; ;43;2018;4; ; ; ;2119;1;1;1;110;2;1964;3;1;8;6;8019;13;2;58;4;12;1;2;1;1;0;La incomprensión política el bloqueo. Elbparo. La economía. La corrupción; ;1; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;El paro;201;200;12;-;22;2;3;2;4;3;4;3;1;4;3;4;2;4;8;2;2;8;0;0;1;1;0;0;0;0; ;-; ;-;24;-;1;2;1;2;1;2;2;0;116;Independent;116;Guardian;7;Google;8;6;4;9;4;6;5;8;7;3;6;6;7;5;5;5;6;5;8;4;0;3;12;-;22;3;6;5;3;3;2;3;6;3;-;3;5;3;-;3;3;3;3;-;3;4; ;-; ;96;96;1;0;1;7;1;7;1;8;2; ;1;5;1;7;1;6;2; ;1;1;2; ;2; ;10;-;3;-;1;2;9;8;10;8;7;7;7;9;7;7;7;8;6;5;4; ; ;9;-;1990;4; ;4; ;1;1;-;4;1; ;2;2;9;-;5;2;4;2;2;2;3;1;0;1;1;0;1;0;1;1;1;1;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;1;4;1;1;1;1;0;1;0;0;0;0
1406;0,966222; ; ;43;2018;4; ; ; ;1099;1;1;1;107;1;1982;3;1;8;4;8184;40;2;40;3;9;1;1;1;2;0;La situacio politica i la dependencia de lestat espanyol; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Independencis;601;600;3;-;3;4;3;2;5;3;2;2;1;5;1;5;2;3;7;2;2;6;0;1;0;1;1;0;0;0; ;-;1;-; ;-;1;2;2;2;1;2;2;98; ;-; ;-; ;-;9;1;4;6;0;6;4;7;7;0;0;0;4;0;7;0;1;5;8;0;0;3;3;-;3;8;8;0;3;4;1;3;1;3;-;3;5;3;-;3;3;3;3;-;3;5;3;-;3;3;3;1;0;1;7;1;8;1;8;2; ;1;1;1;6;1;5;2; ;1;0;2; ;2; ;11;-;14;-;1;2;8;9;9;1;0;4;2;6;5;4;0;0;0;0;4; ; ;2;-;2001;4; ;4; ;1;1;-;4;1; ;3;2;7;-;1;1;5;2;2;1;3;1;0;1;1;1;1;0;1;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;2;4;1;1;1;2; ; ; ; ; ; 
1407;0,648287; ; ;43;2018;4; ; ; ;1384;1;2;1;83;1;1974;4;1;8;5;8101;13;2;43;3;9;1;1;1;1;0;El 155; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;155;605;600;3;-;3;2;2;2;4;2;4;3;1;5;1;7;4;2;3;2;2;7;1;1;0;1;0;0;0;0;3;-;6;-; ;-;2;2;2;2;2;1;2;95; ;-; ;-; ;-;6;3;3;6;0;3;1;6;2;0;0;0;6;1;3;0;4;1;6;0;0;4;3;-;3;3;9;0;3;4;1;2;1;3;-;3;5;3;-;3;3;3;3;-;3;5;3;-;3;3;3;1;0;1;7;1;7;1;8;1;7;1;1;1;1;1;5;1;6;1;0;1;0;1;7;4;-;8;-;2;2;7;8;8;4;0;5;3;6;4;3;2;0;4;1;2;9; ; ;-;1979;2;9;2;9;2;8;-;4;1; ;3;2;9;-;4;1;5;1;1;1;2;1;0;1;1;1;1;0;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;3;2;1;2;1;0;1;0;0;0;0
1408;0,755234; ; ;43;2018;4; ; ; ;2703;1;2;1;94;2;1968;3;1;8;6;8019;13;2;71;5;15;1;3;1;1;0;Gobierno central,; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Muy ingenuo no esperaban esto del central;810;800;3;-;3;2;3;1;4;2;4;3;1;4;1;7;2;4;5;2;2;7;1;1;1;1;0;0;0;0;3;-;1;-;4;-;2;1;1;2;2;2;2;98; ;-; ;-; ;-;8;6;3;6;0;5;0;6;5;1;5;2;10;9;7;1;9;4;4;0;0;4;3;-;3;3;10;3;3;4;1;3;1;3;-;3;5;3;-;3;3;3;3;-;3;5;3;-;3;3;3;1;0;1;9;1;9;1;8;98; ;1;2;1;9;1;4;98; ;1;0;98; ;98; ;10;-;11;-;1;3;8;6;7;5;4;10;4;7;8;5;7;7;5;2;2;11; ; ;-;1967;2;11;2;11;1;1;-;2;2;1; ;2;5;-;5;2;4;80;80;3;2;1;0;1;1;0;0;0;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;3;3;1;2;2;2; ; ; ; ; ; 
1409;1,277653; ; ;43;2018;4; ; ; ;1768;1;2;2;94;2;1968;3;1;8;6;8019;13;2;39;3;8;1;3;1;1;0;Trabajo, sueldos, economía,; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Trabajo;200;200;98;-;98;2;2;1;4;2;2;2;2;4;1;5;3;4;6;3;2;7;1;1;0;0;0;0;0;0;1;-;6;-; ;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;8;5;4;6;3;2;6;5;4;0;5;5;8;0;4;3;4;6;7;0;1;3;95;-;95;2;6;4;3;3;2;1;3;98;-;98;5;99;-;98;99;98;98;-;98;3; ;-; ;96;96;1;5;1;7;1;6;1;6;98; ;1;4;98; ;98; ;98; ;1;2;98; ;98; ;5;-;3;-;1;2;8;8;8;4;6;7;5;5;4;4;3;4;3;3;1; ; ; ;-; ;2;11;2;11;1;1;-;4;1; ;4;2;5;-;1;0;4;2;2;2;3;1;0;1;1;1;1;0;2;1;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;3;2;2;2;2; ; ; ; ; ; 
1410;1,103251; ; ;43;2018;4; ; ; ;1793;1;2;2;94;2;1968;3;1;8;6;8019;13;2;68;5;14;1;2;1;1;0;Con lo de la independencia, con el Gobierno k tenemos no estoy contenta; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Gobierno;810;800;12;-;22;2;3;1;4;2;4;3;1;5;3;3;1;3;5;3;3;0;1;0;1;0;0;0;0;0;10;-; ;-;5;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;7;6;4;6;2;5;4;5;8;0;4;5;6;0;6;4;6;98;6;6;3;3;12;-;22;3;5;5;2;3;2;3;2;12;-;22;5;22;-;22;22;22;12;-;18;5;98;-;98;98;98;98; ;1;3;1;4;1;6;2; ;1;4;1;3;1;6;2; ;1;6;2; ;98; ;12;-;98;-;1;2;8;8;9;8;6;6;7;7;6;6;0;4;5;3;2;1; ; ;-;1956;2;1;2;1;1;1;-;4;2;6; ; ;2;-;1;2;3;2;2;2;3;1;0;1;1;0;1;0;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99; ;2;3;2;2;2;2; ; ; ; ; ; 
1411;0,920551; ; ;43;2018;4; ; ; ;2618;1;1;2;94;2;1968;3;1;8;6;8019;13;2;46;3;10;1;1;1;1;0;Políticos, falta de Gobierno,  recortes social , vivienda,; ; ;1; ; ;1; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Política;800;800;3;-;3;1;3;3;5;2;2;3;1;5;1;5;4;2;3;2;2;99;1;0;0;1;0;0;0;0;3;-; ;-; ;-;2;1;1;2;2;1;2;0;115;nació digital;109;tres veinticuatro;103;ara;7;2;99;5;0;5;3;8;2;0;0;0;5;5;4;3;5;0;4;1;0;4;3;-;3;1;8;0;3;4;1;3;1;3;-;3;5;3;-;3;3;3;21;-;17;5;3;-;3;3;3;1;0;1;9;1;8;1;7;1;7;1;1;1;3;1;5;1;4;1;0;2; ;1;6;8;-;10;-;1;3;10;9;10;99;0;5;3;7;5;5;7;1;4;3;1; ; ; ;-; ;1; ;1; ;5;1;-;3;1; ;3;2;9;-;6;1;5;1;1;1;2;1;0;1;1;1;1;0;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ;3;3;1;2;1;2; ; ; ; ; ; 
1412;0,147768; ; ;43;2018;4; ; ; ;1985;1;1;2;327;2;1956;6;1;8;1; ;14;2;60;4;13;1;1;1;1;0;155.  Tallar la llibertat opinión. Volen la independecia; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;155;605;600;3;-;3;4;1;1;5;3;4;3;1;5;1;8;1;4;5;2;2;9;1;1;0;0;0;0;0;0;3;-;81;Flaix back; ;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;10;0;5;9;0;5;0;10;0;0;0;0;10;6;6;3;8;9;9;0;0;4;21;-;21;5;10;0;3;4;1;1;1;21;-;21;5;21;-;21;21;21;12;-;18;5;12;Podemos;18;12;18;1;0;1;10;1;10;1;10;2; ;1;0;1;98;1;98;1;98;1;0;2; ;2; ;8;-;14;-;2;3;10;10;10;9;0;10;0;8;9;5;5;0;5;5;2;9; ; ;-;2006;2;9;2;7;1;80;Creu en deu;4;2;2; ;2;5;-;3;7;4;1;3;1;2;1;0;1;0;0;0;0;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;3;4;1;1;1;2; ; ; ; ; ; 
1413;0,648287; ; ;43;2018;4; ; ; ;1050;2;1;2;327;2;1956;6;1;8;1; ;14;2;54;4;11;1;1;1;1;0;Feina.; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Feina;200;200;95;-;95;2;3;2;5;2;4;3;1;5;1;10;4;3;5;3;2;6;1;0;1;1;1;0;0;0;3;-; ;-;22;-;1;2;2;2;2;2;2;95; ;-; ;-; ;-;7;0;0;8;0;0;0;7;0;0;0;3;8;0;4;0;0;0;7;0;0;4;10;-;10;3;6;2;3;4;1;1;2;10;-;10;5;10;-;10;10;10;20;-;17;5;18;-;18;18;18;1;0;1;8;1;9;1;9;2; ;1;0;1;98;1;6;2; ;1;0;2; ;1;8;8;-;11;-;1;2;8;7;9;8;2;8;0;6;6;5;2;0;0;0;2;9; ; ;-;2000;1; ;1; ;5;1;-;4;1; ;3;2;4;-;1;0;5;1;1;1;2;1;0;1;1;0;1;0;1;1;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1;4;1;1;1;2; ; ; ; ; ; 
1414;0,920551; ; ;43;2018;4; ; ; ;1306;2;2;1;327;2;1956;6;1;8;1; ;14;1;53;4;11;1;1;1;1;0;Falta llibertat de expressio; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Falta de llibertat de expressio;8003;8000;95;-;95;2;2;98;4;2;2;2;98;5;1;5;4;1;4;4;3;7;1;0;1;0;0;0;0;0;10;-; ;-;24;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;4;2;3;6;0;2;2;6;5;0;0;4;8;4;4;0;6;4;98;0;2;3;4;-;4;5;5;0;3;4;1;1;1;94;-;80;2; ;-; ;96;96;96;-;96;2; ;-; ;96;96;1;0;1;8;1;8;1;6;2; ;1;6;2; ;1;98;2; ;1;4;2; ;2; ;3;-;5;-;1;3;9;7;7;4;6;8;5;8;5;3;4;3;0;4;1; ; ; ;-; ;2;8;1; ;3;1;-;4;2;1; ;2;4;-;6;0;4;1;1;1;1;2;0;1;0;0;0;0;1;2;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;3;4;1;2;1;2; ; ; ; ; ; 
1415;1,103251; ; ;43;2018;4; ; ; ;1201;2;2;2;327;2;1956;6;1;8;1; ;14;2;59;4;12;1;2;1;1;0;Feina. Recortes sanidad.  Aumento precios; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;Recortes sanitat;500;500;95;-;95;4;3;98;5;3;4;2;2;4;4;5;3;1;5;4;2;5;1;0;0;0;1;0;0;0;5;-; ;-; ;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;8;7;5;9;6;6;5;5;8;99;10;10;10;10;98;5;10;6;5;5;5;3;6;-;6;99;9;9;2;2;2;1;1;6;-;6;5;1;-;1;1;1;6;-;6;5;1;-;1;1;1;2; ;1;0;2; ;1;98;2; ;2; ;1;98;1;6;2; ;1;98;1;98;2; ;1;-;98;-;1;4;8;6;10;10;10;10;8;5;5;5;10;10;0;5;2;1; ; ;-;1961;2;1;2;1;1;1;-;1;2;1; ;2;2;-;5;3;1;2;2;2;1;2;0;1;0;0;0;0;1;2;1;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3;4;1;2;1;2; ; ; ; ; ; 
1416;0,33572; ; ;43;2018;4; ; ; ;1807;1;2;1;327;2;1956;6;1;8;1; ;14;2;39;3;8;1;1;1;1;0;Lleis aprovades pero generalitat les tomba el tc. 155 bloqueixades ajudes sociales i de investigación. La Llei mordaza.; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;155 bloqueixedes ajudes sociales i a la investidaxio;605;600;3;-;3;4;1;1;4;1;5;3;1;5;1;6;4;2;6;1;2;6;1;0;1;0;0;0;0;0;3;-; ;-;23;-; ; ; ; ; ; ; ; ; ;-; ;-; ;-;6;8;4;7;2;7;3;5;5;0;5;4;6;0;6;0;2;1;8;4;2;4;3;-;3;4;10;0;3;4;1;3;1;10;-;10;5;3;-;3;3;3;3;-;3;5;3;-;3;3;3;1;2;1;7;1;5;1;8;98; ;1;4;1;98;1;6;1;7;1;2;2; ;2; ;9;-;7;-;1;1;9;6;9;6;4;6;7;7;7;6;4;5;4;5;1; ; ; ;-; ;1; ;1; ;3;1;-;4;3; ;3;2;6;-;1;1;5;3;3;3;98;2;0;1;1;1;1;0;1;1;1;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;1;4;1;1;1;2; ; ; ; ; ; 
